uid,tid,pid,twc,tbc,ready_to_battle
424,53,5,3656,14321,True
424,201,3,1689,12903,False
424,60,0,5617,10421,False
424,237,4,169,10369,False
425,400,3,3767,13392,True
425,65,1,5268,6791,True
425,411,6,3403,5106,True
425,43,6,2655,6524,False
425,593,1,4810,5557,True
425,123,0,2803,7382,False
425,473,2,134,12790,False
426,481,0,5744,8647,False
426,221,5,9429,10001,False
427,457,3,572,3000,False
427,376,3,4653,12369,False
427,490,2,4110,14907,False
427,173,6,6745,10359,True
427,572,4,1127,5380,False
427,151,6,163,577,True
428,230,0,6360,11402,False
428,99,0,3338,10833,True
428,478,0,6970,11983,True
428,535,4,6136,9558,True
428,482,2,10000,11312,True
428,314,5,6684,12712,True
429,635,1,2327,12299,True
429,78,5,3359,5911,False
429,239,4,10681,14061,False
429,298,6,703,12837,False
429,596,1,7000,13667,True
430,366,1,13493,13545,False
430,185,2,475,13119,False
431,285,4,6311,8785,False
431,288,5,1756,14679,False
431,525,0,11618,12757,True
431,376,3,668,1912,False
431,387,5,3282,6675,True
431,364,5,10078,13970,True
431,469,6,4903,10428,False
432,536,2,11890,14698,True
432,240,2,13,46,False
432,362,2,1505,7282,True
432,367,3,21,620,False
432,38,0,7676,13132,True
432,265,5,396,942,True
432,282,0,3888,12202,True
433,221,1,7730,10242,True
433,313,2,6990,10108,False
433,355,2,475,2768,True
433,600,4,3179,5982,True
433,593,0,4660,7151,True
434,150,2,11902,11933,False
434,548,5,7582,10592,False
434,306,0,118,158,True
434,425,4,1208,5223,False
434,102,3,823,1011,False
434,155,0,60,183,False
434,460,0,9224,9621,False
434,467,5,1666,10744,True
435,79,3,12915,14496,True
435,77,1,1559,14040,False
435,370,2,2010,4643,True
435,162,1,6577,12893,True
435,186,6,669,10471,True
435,67,0,2361,6202,False
436,103,3,1525,5627,False
436,608,3,6382,9506,False
436,355,3,7466,10682,False
436,630,2,3855,6821,False
436,207,5,1143,6012,True
437,528,3,9776,10672,True
437,196,1,2552,6094,False
437,185,6,3421,8001,True
438,452,5,1085,1206,True
438,384,6,11957,12542,False
438,87,6,1265,5178,False
438,568,3,8642,8712,False
438,30,0,980,4906,True
438,143,3,132,511,True
438,611,1,8394,13506,False
438,426,1,1967,5827,True
438,114,2,3376,6960,False
439,542,3,2528,6492,True
439,431,2,1067,3445,True
439,217,4,2877,8509,False
440,217,6,576,4403,True
440,312,5,1660,2506,True
440,172,0,5373,10504,True
440,131,0,168,550,False
440,519,5,6529,12763,True
440,510,4,1480,1750,True
440,227,4,4072,5854,False
440,624,2,1024,1184,True
441,536,6,6260,11457,True
441,608,5,9711,13283,False
441,367,0,357,632,False
441,601,5,3346,3476,True
441,392,2,2211,3717,False
441,131,2,35,40,True
442,544,4,89,495,False
442,562,0,643,11064,False
442,206,4,1564,13229,False
442,331,0,501,588,False
442,614,6,3195,8773,True
442,183,6,6342,14351,True
442,381,6,6336,10700,False
443,415,2,2729,7591,True
443,198,3,6723,7434,False
443,144,4,1631,4279,True
443,530,1,4450,13355,False
444,34,1,8615,8877,True
444,642,0,593,1132,True
444,486,6,2495,3037,True
445,293,2,8195,8692,True
445,603,4,4557,5493,False
445,484,5,2427,8719,True
445,588,4,771,9838,True
445,76,2,1594,1888,False
445,400,3,1390,1591,True
445,172,2,8609,12351,False
445,511,3,348,5551,False
445,152,6,160,1296,False
446,208,4,1086,10025,True
447,642,2,1940,1988,False
447,216,6,8950,13849,True
447,39,4,9073,13828,False
447,365,2,12324,13230,True
447,623,6,3980,4366,False
448,499,5,1126,4498,False
448,63,4,2405,7921,False
448,326,0,5366,12857,True
449,338,1,104,1927,True
449,100,1,10066,12147,True
449,305,0,2514,8994,False
449,440,2,14,931,True
449,523,5,4134,4291,False
450,579,1,1062,1735,False
450,612,0,1368,10593,True
450,225,0,6255,13482,True
450,153,5,4652,8497,False
451,354,4,364,433,True
451,261,2,442,2473,True
452,193,6,1140,1962,False
452,485,3,6151,12738,True
453,78,2,4512,7488,False
453,434,1,2164,9435,True
453,460,1,9074,10696,True
453,377,1,831,2322,False
453,18,1,3767,5005,True
453,242,2,6080,9447,False
454,276,4,12989,13595,False
454,145,2,2449,7787,False
454,198,0,1215,10701,True
454,547,2,6065,6170,False
454,391,1,644,5763,True
454,519,2,1337,12254,True
454,325,4,1958,2865,False
454,291,6,10168,12209,True
455,359,5,9801,12527,False
456,252,1,1993,12113,True
456,538,4,8338,9678,False
456,332,4,3481,6487,False
456,630,2,93,3291,True
456,329,5,5665,10951,False
456,3,6,4588,6685,False
456,56,2,2256,8164,True
456,331,0,4242,11644,True
457,179,3,7517,8986,True
457,418,3,5980,12072,True
457,377,5,6214,8706,False
457,333,2,8081,11181,True
457,434,6,1497,1544,False
457,194,3,11078,11255,True
457,281,0,907,13838,True
457,224,6,1913,3266,True
458,203,6,121,1458,False
458,50,3,8785,10736,False
458,444,2,3898,6532,False
458,295,5,30,3956,False
458,345,3,3805,7900,False
458,39,0,3381,8024,True
459,24,3,15,11527,True
459,21,0,2379,5746,False
459,518,3,981,10544,False
459,455,5,8606,9130,True
459,114,6,7077,13376,False
459,638,0,9291,11101,False
459,77,2,1035,5395,True
459,430,0,80,141,False
460,590,1,11660,11980,False
460,124,0,998,6043,False
460,451,5,1910,14272,True
460,158,5,866,13640,True
460,416,1,3161,5584,True
460,51,2,4332,9972,False
460,307,4,46,600,False
460,568,5,2178,8581,True
461,365,5,254,3544,False
461,519,4,3895,7251,True
461,631,3,2099,2729,False
461,376,3,2311,3483,False
461,27,3,4868,12033,False
462,4,6,7616,12561,True
462,493,3,1835,3654,False
462,495,5,8077,8718,False
462,293,4,1786,9658,False
463,506,4,377,3576,True
463,80,0,317,988,False
463,568,6,3527,12589,False
463,620,1,740,1404,True
463,47,1,7077,9497,True
463,118,6,5358,7170,False
464,59,5,5420,5739,False
464,394,6,874,2520,False
464,631,4,3379,10935,False
464,53,0,495,9081,True
464,489,6,11347,11425,True
464,210,6,160,934,False
464,493,0,5786,6036,False
464,147,6,1956,6118,False
464,504,2,4507,8097,True
465,465,2,317,1125,True
465,511,4,2127,7654,False
465,364,2,379,2763,False
465,416,4,3501,4257,True
465,483,5,153,274,True
465,600,5,8278,10176,False
465,307,5,6463,7905,True
466,218,2,636,922,False
466,617,2,9681,14105,False
466,288,1,5372,8911,True
466,608,6,885,6161,True
466,34,2,7463,13656,True
466,203,5,4671,5045,False
467,378,4,3109,9131,False
467,72,5,9153,12613,True
467,197,2,10959,12846,True
467,511,6,625,2620,True
468,21,6,7544,9067,False
468,376,2,2869,4881,True
469,356,6,2999,4649,False
469,639,1,3302,5437,True
469,551,0,1397,3814,False
470,445,5,10664,12175,True
470,643,1,4158,4800,True
470,202,6,4660,13949,False
470,353,6,1430,11807,True
471,301,6,4174,11011,True
471,32,6,5067,13284,True
471,386,3,907,4994,True
471,608,0,4341,10567,False
471,63,0,6650,6893,True
471,468,0,1096,1377,True
471,484,5,912,4666,False
471,331,5,2301,4474,True
472,420,0,4006,10917,True
472,556,4,4050,4138,True
472,393,4,4117,11915,True
472,598,6,97,213,True
472,619,6,607,2534,False
472,340,2,7204,14091,True
472,205,5,1659,5614,True
472,402,6,860,2382,True
472,131,0,8592,9608,False
473,229,3,1756,9415,False
473,57,0,3098,6057,False
473,432,0,1266,5395,True
474,539,3,5479,7984,False
474,324,3,157,317,True
474,101,0,2242,2915,True
475,215,1,1734,4407,False
475,598,6,10740,12373,False
475,278,3,4954,6412,False
475,268,6,3108,5684,True
475,419,6,90,682,True
475,355,2,11203,11739,False
476,227,2,4464,5810,True
476,189,1,43,162,False
476,364,6,1951,14081,False
476,613,5,4879,10763,True
476,94,3,2423,10573,False
476,187,3,9544,10688,True
476,136,0,1335,2753,True
476,291,4,1659,8430,False
476,632,5,7880,9493,False
477,566,5,12581,13441,True
477,265,6,3243,14007,False
477,214,3,2837,2990,False
477,370,0,255,394,False
477,355,3,864,7823,True
477,378,2,3141,5335,False
477,73,0,4407,10979,True
478,220,3,1485,12873,True
478,149,5,3404,7986,True
478,36,0,460,5576,True
479,455,3,9126,12339,True
479,244,2,3287,9106,True
479,313,1,5585,10398,True
479,498,4,9411,14786,False
479,352,0,5744,14605,True
480,429,2,14747,14789,False
480,257,0,5163,8163,False
480,21,6,436,831,False
480,396,5,1751,4596,False
480,305,0,3083,4979,False
480,484,1,5340,5658,True
480,250,0,1745,2828,True
481,566,2,2387,10240,True
481,555,2,4560,4581,False
481,409,2,11598,13044,False
481,429,3,11962,13545,True
481,19,4,1580,3802,True
481,296,6,2052,4005,True
482,85,5,6697,13924,False
482,233,5,1676,3373,False
482,145,1,4303,12389,True
482,481,4,3080,5560,True
482,93,4,2331,4889,False
482,235,3,5863,6306,False
482,542,3,3683,12366,True
482,259,4,9743,12250,False
482,59,6,887,2920,False
483,540,0,472,11448,True
483,102,5,5002,14416,False
483,466,1,2148,6362,False
483,510,2,1888,11466,True
484,495,5,12558,13781,True
484,174,4,2800,3024,False
485,646,6,685,2731,False
485,572,6,4708,8667,True
485,7,2,7410,7424,True
485,443,3,2033,2284,True
485,231,3,12970,14281,False
485,352,2,5737,9060,True
485,415,4,2825,4223,True
485,352,1,9110,12501,False
486,169,2,142,677,False
486,533,5,1377,1528,False
486,92,6,6883,13722,True
486,383,3,5194,7128,True
487,644,4,1591,10199,True
488,63,1,1775,2341,True
488,249,5,2966,4126,False
489,512,4,64,216,True
489,137,6,12297,13760,False
489,112,4,976,10150,False
489,439,5,1878,11167,False
490,324,1,6340,8701,False
490,405,2,2615,12893,False
490,283,0,1333,5805,True
491,29,6,4337,10738,True
492,410,5,3519,4204,True
492,102,1,1746,2785,True
492,51,1,524,839,True
492,374,3,475,501,True
492,374,5,12401,14105,False
493,599,0,2472,9643,False
493,533,3,4259,6300,True
493,434,2,14257,14635,True
493,396,0,172,207,True
493,637,5,964,975,True
493,404,0,2819,3148,True
493,229,3,7736,14061,False
493,211,5,7504,12595,True
493,539,0,7900,10127,False
494,79,2,12257,12915,True
494,93,1,2244,2591,False
495,336,4,1342,5891,False
495,180,0,2399,9335,False
495,633,4,6222,8249,False
495,577,5,3575,11041,True
496,649,2,1634,4029,True
496,635,1,2449,11524,False
496,220,1,2295,9073,True
496,231,2,3367,7274,False
496,142,6,3845,5521,False
496,556,3,4531,8809,False
497,563,2,7788,11818,True
497,44,5,475,8406,False
497,395,0,6304,11629,False
497,631,3,6980,8164,False
497,98,4,1853,2831,False
498,280,3,3922,12419,True
498,592,4,4983,5853,False
498,457,1,156,192,False
498,345,1,870,11675,True
498,159,6,4174,7128,False
499,218,3,30,5863,False
499,189,4,2488,6698,True
500,619,2,7200,8853,True
500,359,2,9435,13656,True
500,78,3,2697,6461,True
500,558,5,578,1814,True
500,219,5,2198,3507,False
501,260,2,2542,10435,False
501,314,2,606,681,True
501,487,4,634,5210,True
501,436,0,4052,6098,True
501,338,1,2541,2640,False
501,316,1,8781,10915,False
502,230,6,1937,5785,True
502,223,1,7411,8278,False
502,153,6,155,12940,True
502,611,2,4455,8359,False
503,478,2,1947,4988,False
503,272,2,1016,9004,True
503,256,6,2694,2892,True
503,567,0,4846,5104,True
503,631,6,241,5177,False
503,74,0,1759,3677,False
503,449,3,113,730,False
503,204,6,397,1823,True
503,649,0,2092,3326,True
504,303,5,3023,4050,True
504,478,5,3486,6114,True
504,99,0,2286,5758,True
504,596,4,8276,13965,False
505,603,3,7017,7341,False
505,68,0,1468,8790,False
505,264,3,3475,8990,True
505,328,2,7513,10970,False
505,361,3,8094,12028,False
505,537,3,5476,6587,False
505,130,2,389,2891,False
505,487,4,2988,13420,True
505,233,6,163,285,True
506,460,3,2690,2979,True
506,100,3,582,11843,False
506,475,2,589,671,True
506,268,3,2627,9031,False
506,346,1,119,13767,False
507,215,1,3819,6441,True
507,589,6,292,361,False
507,334,3,2718,3233,False
507,334,0,1063,3057,True
508,212,4,3309,3577,False
508,125,4,10685,10797,False
508,639,5,1311,2324,True
508,392,1,549,14055,True
508,558,4,629,2058,False
508,46,1,489,522,False
509,503,6,3203,8137,True
509,190,2,1671,2895,False
509,221,6,1311,1710,False
509,155,1,1981,13202,True
510,372,4,4723,7243,False
510,536,0,2341,4344,True
511,88,1,11201,13594,True
511,487,2,1632,5982,False
511,344,3,9889,11941,True
511,272,1,3983,4763,False
511,13,4,2163,10422,False
511,69,2,1520,5438,True
511,209,1,1199,10199,True
511,9,4,778,1934,False
512,318,5,3130,6871,True
512,435,3,8537,11262,False
512,301,1,68,2365,False
513,382,4,7070,14939,True
513,299,3,1101,1279,False
513,412,1,2044,4804,False
513,363,1,5371,6180,True
513,5,0,4839,8893,False
513,308,6,140,8002,True
513,232,4,2459,3613,False
513,6,5,2164,14258,False
513,632,5,1341,7191,True
514,83,3,6879,10165,True
514,507,1,3676,7582,True
514,494,4,7039,14349,False
515,239,0,1408,3648,True
515,605,1,7949,13664,False
515,248,6,7496,8096,True
515,106,5,12870,13112,True
515,14,6,1950,6331,True
515,535,6,3430,4459,True
515,61,6,951,1025,True
516,441,0,5966,8601,True
516,280,6,2381,3344,True
516,457,0,62,3342,True
516,327,1,884,9368,True
516,445,0,1763,11552,True
516,198,6,1690,11755,True
516,161,2,2374,4918,True
516,513,0,4747,13404,True
517,122,6,2372,4622,False
517,628,6,10473,14052,False
517,160,1,169,1747,True
517,300,2,1441,10909,False
517,500,2,2790,3875,False
517,397,0,244,11819,True
517,404,3,259,778,True
518,482,6,253,4610,False
518,140,2,172,348,True
518,520,3,2398,11149,False
518,159,4,10727,11222,False
518,342,5,786,2057,False
518,385,1,2527,7260,False
518,67,6,6627,11950,True
519,12,2,5004,9222,True
520,432,1,5548,6775,False
520,78,6,9533,13767,True
520,384,2,3037,7290,False
520,251,1,725,7140,False
520,408,5,7496,13819,False
520,323,1,8591,10656,True
521,503,3,588,2267,False
521,325,6,1017,2513,False
521,257,6,504,1949,False
521,83,2,7380,13503,True
521,455,2,738,5860,True
521,606,5,9859,13738,True
521,382,5,1013,1924,True
521,153,1,12438,12747,False
522,606,4,1056,13213,False
522,580,4,4943,9476,False
523,439,1,3965,8552,True
523,220,0,1565,3784,False
523,533,1,1191,2352,False
524,524,0,6742,7170,False
524,273,1,287,7650,False
524,35,1,4660,5306,True
524,484,6,110,247,False
525,107,5,2528,13019,False
525,446,3,10088,14982,False
525,589,0,5081,6253,False
525,563,6,9135,13949,False
526,474,4,9174,11742,False
526,455,6,3716,4021,False
526,491,3,720,1043,True
526,387,4,1503,7566,False
526,339,1,3094,9423,True
526,317,4,4249,5660,False
527,511,0,4046,5118,True
527,293,2,2438,8801,True
527,514,1,3167,4400,True
527,2,4,9929,10568,False
527,489,3,2315,10097,False
527,520,3,33,156,False
527,567,0,48,101,True
528,586,6,3325,6881,False
528,573,1,3822,7848,False
528,484,6,2009,2427,True
528,321,5,3422,10048,False
528,516,6,506,2557,False
528,270,1,496,12624,False
528,545,3,1207,8652,True
528,541,0,2503,7713,False
529,514,1,7693,8142,False
529,586,0,2256,6150,True
529,251,2,13816,14287,True
529,265,4,911,5959,True
529,374,3,377,452,True
529,601,4,1632,3600,False
529,345,5,7533,14528,False
529,199,6,49,1113,False
529,526,0,6835,9182,False
530,62,4,9585,14533,True
530,163,4,4490,6934,True
530,172,5,3988,6935,True
530,255,5,3033,4147,False
530,510,0,74,111,False
531,593,0,5476,11973,False
532,471,0,4574,8937,True
532,132,3,5972,6897,False
532,352,0,61,2286,False
532,621,5,1107,8694,False
532,465,6,419,1762,True
532,135,5,189,1122,False
532,463,6,3773,10624,True
532,158,6,1677,1924,True
533,56,4,2120,4871,False
533,535,6,5649,11091,True
533,440,1,1225,2146,False
533,455,4,616,3210,False
533,341,6,1559,3387,True
533,641,2,693,7838,True
534,223,6,2683,14282,True
534,276,0,6358,9765,False
534,440,5,1412,1994,False
534,635,2,1501,9361,True
534,191,6,1407,1612,False
535,541,2,9987,12389,True
535,462,3,2801,5003,True
535,77,2,3277,6970,True
535,468,0,3049,7604,False
535,164,4,2926,7938,False
535,27,5,4440,10479,True
536,550,0,3490,6455,False
536,217,0,3686,13685,False
536,415,5,763,1728,False
536,216,1,545,4970,True
536,522,5,538,1260,False
537,439,6,1087,11884,True
537,292,2,12707,12707,False
537,84,4,32,10019,True
537,616,2,2388,3193,False
537,105,2,7613,14309,False
537,562,4,5357,5600,False
537,348,5,6328,14507,False
537,416,3,572,11823,True
538,444,3,3199,13224,False
538,83,5,789,7562,True
538,550,0,1728,13112,False
538,28,3,6728,7120,True
538,434,0,13571,14549,False
538,585,4,7125,14117,False
538,228,2,669,2672,False
538,161,1,1702,12901,True
539,485,4,1662,5359,False
539,216,0,6496,11878,False
539,578,0,207,13605,False
539,452,6,8534,9330,True
539,315,4,2269,10468,True
539,396,6,1111,12213,True
540,645,6,5903,14372,True
540,105,1,1193,3124,True
540,641,5,3456,5101,True
540,96,4,3323,5877,True
540,370,6,2103,10298,True
541,434,6,1351,4620,False
541,58,2,121,434,True
542,21,5,6184,14225,False
543,617,1,1324,2948,True
543,299,0,3956,11074,True
543,483,3,3501,5875,False
544,391,0,19,6196,True
544,162,0,3599,8739,False
545,323,3,85,2962,True
545,511,3,2724,6363,True
545,187,1,4015,14121,False
545,313,4,784,3599,False
546,282,0,2765,3649,True
546,161,1,4913,13199,False
546,462,3,3879,10399,True
546,569,1,2136,2227,True
546,482,1,8674,12526,True
546,617,1,2541,6977,False
547,643,5,8242,10498,False
547,173,4,8049,14214,False
548,300,1,12347,14071,False
548,219,3,7681,7812,False
548,210,3,705,13098,False
548,79,1,4571,9897,True
548,354,1,1473,5575,True
549,575,5,6362,8301,False
549,636,3,5585,6602,False
550,308,6,1719,7763,True
550,196,0,2378,4429,False
550,381,4,1840,5568,False
550,386,3,286,380,False
550,305,2,8319,13444,True
551,472,5,4317,11862,False
551,497,4,4397,11779,False
551,517,1,5095,7225,True
551,344,0,1480,8697,False
551,431,4,5721,8910,False
551,385,3,11030,11837,True
551,439,0,1946,9845,True
552,640,4,2315,9920,True
552,323,5,11152,13721,False
552,83,4,90,789,False
552,622,5,1416,10023,True
552,581,2,1906,3151,False
553,28,6,5084,14950,True
553,240,6,3449,8047,False
553,406,6,2532,2826,True
553,81,4,1137,1334,True
553,497,5,3811,8121,True
553,218,2,13910,14486,False
553,173,0,5973,14028,True
554,412,0,1833,2164,False
554,215,2,8236,13983,True
554,630,2,5274,12261,False
554,423,5,6746,13600,True
554,125,0,566,12118,True
554,424,1,8540,10702,True
554,420,0,7713,8729,False
554,361,6,695,1355,False
554,464,6,8581,11884,True
555,341,1,1431,1844,False
555,561,3,528,9961,False
555,443,5,602,9086,True
555,208,1,5164,7498,True
556,291,1,1959,14548,True
556,415,0,5087,14059,False
556,71,6,9770,9800,True
556,351,4,148,2209,False
556,399,2,1387,4626,False
556,541,5,7202,7360,False
556,128,3,1688,2338,True
556,328,0,2173,4225,True
556,371,6,7610,11814,False
557,453,2,3131,4004,False
557,79,2,1049,4214,False
557,272,3,4407,10716,False
557,298,0,2129,11052,False
557,159,6,2662,13794,False
558,63,4,1854,13486,True
558,30,0,11301,12978,False
558,355,5,11118,13970,True
558,638,3,10177,11754,True
558,640,1,4109,9432,False
559,450,4,3655,5030,False
559,362,5,1336,4136,False
559,149,2,1786,6692,False
559,607,0,735,1422,False
559,150,2,2110,12945,True
560,23,0,12081,14367,True
560,105,5,3456,7567,False
560,567,4,2234,3717,False
560,582,3,642,9435,False
560,469,3,1732,7502,False
561,241,2,693,4668,False
561,137,6,8872,12346,True
561,525,4,2269,3817,True
561,645,3,11006,13135,False
561,60,2,1934,3120,False
561,488,1,3561,14472,False
561,146,2,1043,2375,True
561,613,0,1470,4562,False
561,364,2,2928,5013,True
562,434,4,351,1246,True
562,600,5,8161,8612,False
562,472,2,438,970,True
563,372,3,11552,12022,False
563,358,4,691,6032,False
563,517,4,57,96,False
563,487,2,351,376,False
563,608,3,1486,9503,False
563,507,4,1650,12417,True
563,595,4,4891,5326,False
564,178,6,112,1687,True
565,10,6,13709,13956,False
565,32,0,3775,5455,False
565,486,5,8346,9572,False
566,527,6,1,3258,True
566,215,6,3456,6420,False
566,647,3,841,4394,True
566,20,2,6690,12390,True
566,575,1,6430,10984,True
566,275,2,1513,2653,False
567,275,0,3973,7672,True
567,169,3,470,14554,True
568,279,5,1227,3604,True
568,101,6,7220,7402,False
568,520,2,2019,14863,False
568,495,1,7541,10843,False
568,600,5,10080,10422,True
568,309,5,2605,3223,False
568,157,4,4514,10549,False
568,343,3,535,2500,True
569,630,2,140,1795,True
570,464,5,2224,2642,False
570,104,3,1809,7282,False
570,110,6,1584,12802,True
571,188,3,224,434,False
572,501,3,1098,1383,False
572,445,6,4132,6736,True
572,212,3,54,1782,True
572,503,5,6160,7100,False
573,475,0,2259,3203,False
573,221,5,9425,12299,False
573,131,1,3590,11573,False
573,620,5,5417,7702,True
574,203,3,9058,10383,True
574,16,0,507,8607,False
574,342,5,5859,6951,False
575,255,6,3068,12399,False
575,320,2,302,6546,True
575,557,5,1651,6871,True
576,203,1,780,6514,False
576,129,3,2844,5308,True
576,259,5,754,1376,False
576,591,2,43,344,False
577,575,3,2617,3139,False
577,176,1,1967,13455,False
577,458,3,4795,5112,True
577,305,6,6086,11490,True
578,9,3,7012,12942,True
578,536,0,13045,14911,True
579,354,1,9617,14390,False
579,193,6,13535,14173,True
579,169,6,1897,2941,True
579,156,3,3511,4404,True
579,280,4,7534,7929,False
579,550,0,2330,12187,True
579,537,0,232,3044,False
580,540,0,4760,6508,False
580,389,5,3,23,True
580,364,4,4405,9495,False
580,469,1,4158,4661,True
581,226,0,2439,5317,False
581,473,6,1104,1468,False
581,546,0,6583,14612,False
581,429,4,987,4915,False
581,79,5,2658,4823,False
581,340,6,4872,6075,True
581,80,5,289,2604,True
581,96,6,181,1752,True
582,278,3,565,2682,True
582,501,0,1391,6212,True
582,604,3,2167,2514,True
582,621,0,1413,12781,False
582,230,3,1072,5114,True
582,256,5,1874,1987,False
582,197,2,886,13296,False
582,648,0,449,9624,False
582,365,3,8485,11795,True
583,397,4,1161,1330,True
583,167,0,448,1092,True
584,590,4,3729,4199,True
585,581,5,5282,12767,True
585,644,2,3288,8447,True
585,216,2,4982,10628,False
585,316,1,1088,5538,False
586,106,0,13065,13111,False
586,136,1,291,8079,True
586,241,3,2723,4569,False
587,8,2,3057,6751,False
587,556,6,1863,4248,True
587,95,5,672,11474,False
587,157,6,2170,10114,False
588,634,3,410,2665,False
588,503,6,3183,9648,True
589,248,2,2081,5522,False
589,248,5,241,2309,False
589,438,0,59,109,True
589,485,5,7317,9495,False
589,168,5,195,589,True
589,94,6,4907,5619,True
589,577,1,4027,5666,False
590,313,0,1611,13547,False
590,274,5,1767,2407,True
590,43,0,1720,2966,False
590,2,6,2672,9533,False
590,276,5,7833,10013,True
590,559,1,1483,11620,True
590,81,3,10628,13444,True
590,16,6,2188,3373,True
591,102,2,1753,3343,False
591,34,4,1400,1701,False
591,69,5,11030,13761,False
591,526,5,4201,12810,False
591,51,4,2488,5187,True
591,299,3,2934,9702,True
592,122,5,8499,9724,False
592,238,6,3751,10164,True
592,27,4,270,675,True
593,258,4,287,7069,True
593,177,5,3936,8832,False
593,430,4,9965,12296,True
593,142,1,1001,5657,False
593,21,6,2748,10000,False
594,310,0,400,1421,True
594,619,6,1768,4239,False
595,166,6,12033,13967,False
595,326,3,1225,9886,False
596,552,2,2567,7318,False
596,70,6,1300,1902,False
596,415,3,2857,6562,False
596,174,4,3064,7121,False
596,415,6,9129,13540,True
596,458,5,2226,13717,False
596,589,5,635,1815,False
596,286,4,3868,12360,False
596,365,1,211,2925,True
597,253,4,3719,5677,False
597,613,1,7817,12998,True
597,623,2,7450,14569,True
597,584,3,1492,12111,False
597,637,2,117,4475,False
598,135,0,1408,3101,False
598,431,5,4374,6347,True
598,263,5,12263,12639,False
598,297,3,2773,6722,False
598,259,6,5683,14439,False
598,128,4,2214,7131,False
598,335,6,1425,9893,True
599,29,0,3504,6925,False
599,632,2,358,7288,True
599,63,1,6439,6481,False
599,324,2,8280,13231,True
599,53,0,782,2542,False
600,514,0,332,536,False
600,633,0,223,1619,True
601,214,4,76,6226,True
601,237,1,5646,6890,False
601,180,0,4659,6005,True
601,296,2,2578,2609,False
601,292,2,3377,5763,False
601,319,5,529,7490,True
602,497,6,5118,5148,False
602,239,4,208,999,True
603,59,6,1959,5082,True
603,176,2,2441,3261,False
603,613,1,85,1818,False
603,68,3,2413,11749,True
603,541,1,167,169,True
603,534,4,3079,4627,True
603,642,2,5364,9786,True
603,517,3,428,1164,True
603,633,5,10345,11583,True
604,534,6,3807,13400,True
604,94,5,415,12196,True
604,63,4,1622,13617,False
604,215,3,5046,10025,False
605,284,3,2747,8994,True
605,58,5,5250,13286,False
605,632,5,14195,14425,True
605,618,4,5608,9338,True
606,22,2,1087,5160,False
606,250,0,345,911,True
606,566,4,5891,8339,True
606,393,5,11424,13269,False
606,144,6,1136,1689,False
606,348,3,11305,11740,True
606,426,4,4427,10581,True
606,81,5,8041,12916,False
607,373,5,1048,9485,True
607,379,5,9322,13520,True
607,256,3,1884,1978,False
607,215,5,421,620,False
607,240,0,564,1930,True
607,209,4,281,10140,True
607,550,6,4908,9672,True
607,388,5,7663,7803,False
608,73,6,59,230,False
609,151,0,1775,2557,True
609,391,4,9998,11097,True
609,499,1,733,2326,False
609,515,4,4830,5738,False
610,194,1,4221,6685,False
611,460,6,13133,14079,True
611,458,1,397,4197,False
611,150,3,5885,9381,True
612,190,3,237,8338,False
612,405,1,726,2269,False
612,456,4,313,1711,False
612,479,6,668,13084,False
612,99,6,1419,3836,True
612,138,5,4681,8277,False
612,356,5,1344,5340,True
612,583,0,8160,13381,False
613,410,4,11444,13221,True
613,126,3,2350,10403,True
613,624,6,2588,2677,False
613,443,6,2063,4011,True
613,124,1,5306,9531,False
613,337,4,8055,11717,False
614,36,0,3985,4214,True
614,349,4,12384,13576,True
614,469,6,5419,7985,True
614,272,2,3822,8430,True
614,38,1,594,684,False
615,224,4,5349,13546,True
616,129,1,3660,8739,True
616,38,3,4141,13532,True
616,26,4,1892,5069,True
616,458,3,810,7126,True
616,42,3,2129,10232,False
616,79,4,3236,3460,False
616,394,1,4477,5523,True
616,394,1,3494,9760,False
616,6,0,7766,10267,True
617,255,6,451,1267,False
617,68,1,124,3909,True
617,605,6,2310,5783,True
618,590,2,1132,3634,False
618,349,1,235,1938,False
618,609,2,1125,12146,False
618,166,0,2298,3024,False
619,73,2,3883,4597,False
619,453,4,1902,6254,False
619,565,1,87,633,True
620,230,4,1149,14814,False
620,189,5,8015,10824,True
620,27,2,5487,5922,False
620,639,0,10534,12884,False
620,424,4,499,1130,False
620,472,0,9654,11655,False
620,629,5,386,7132,True
620,513,0,2606,5059,False
620,267,1,4343,7790,True
621,56,0,105,284,True
621,341,6,1630,10865,True
621,350,3,1981,11926,False
621,374,3,3998,12883,False
621,486,5,1698,11549,True
621,79,0,880,2731,False
621,15,2,370,1292,True
621,180,0,1451,4804,True
622,278,4,2034,2931,False
622,37,6,70,927,True
622,242,5,11219,12303,False
622,317,0,31,8731,False
622,216,0,2082,4297,False
622,181,5,9895,13262,True
623,387,5,5647,11536,True
623,385,0,966,1162,True
624,603,5,1215,5068,False
624,603,6,1604,13324,False
624,359,1,3193,11557,False
624,305,5,2275,9825,False
624,640,0,364,927,True
624,317,5,10480,11690,False
624,387,0,704,1370,True
624,464,3,1414,2689,True
625,163,5,2129,3463,True
625,170,4,2143,2890,False
626,296,0,46,358,False
626,429,5,3247,3321,False
626,491,6,9361,13583,True
626,107,2,1005,2932,True
626,178,0,7234,13754,False
627,300,4,543,1428,True
627,489,1,5977,13228,True
627,434,5,3065,12823,False
627,583,5,6476,12301,True
